ÓBIDOS   
 obs upstream area=4.67e+06 
 mod upstream area=4.61644e+06 
 mod gridbox area=2.55505e+09 
 obs longitude=-55.5131 
 obs latitude=-1.9192
 datem rflowobs rflowS0_rescale rflowS1_rescale rflowS2_rescale rflowS3_rescale
 1993.71 151073.0 80844.8342629 82080.2977122 82238.6326897 82238.6326897
 1993.79 119808.0 68794.3764361 69981.0799532 70096.7933193 70096.7933193
 1993.87 114911.0 58709.4378335 59984.3357818 60138.9251799 60138.9251799
 1993.96 140357.0 70503.7615848 72509.1774873 72716.5901454 72716.5901454
 1994.04 171365.0 92405.6659177 95255.965117 95614.2119653 95614.2119653
 1994.12 198097.0 130614.349387 134063.758331 134632.335345 134632.335345
 1994.2 225322.0 190182.665889 193436.582553 194046.755718 194046.755718
 1994.29 243496.0 164117.208328 166758.87202 167179.590124 167179.590124
 1994.37 254633.0 146889.363315 149318.251141 149662.998498 149662.998498
 1994.45 254975.0 138153.709481 140552.690445 140866.856928 140866.856928
 1994.54 245039.0 129145.889721 131293.445063 131553.430634 131553.430634
 1994.62 214656.0 119953.939593 121782.225221 122036.221716 122036.221716
 1994.71 176123.0 87808.9927702 89146.1742141 89334.0116467 89334.0116467
 1994.79 139267.0 69567.674876 70878.3387737 71006.2276798 71006.2276798
 1994.87 115053.0 70838.2447062 72413.954077 72586.7417911 72586.7417911
 1994.96 119716.0 76464.1192791 78474.8550597 78743.1406032 78743.1406032
 1995.04 143676.0 96291.9307314 98999.8882881 99390.526213 99390.526213
 1995.12 153041.0 113352.360867 116467.421491 116907.223755 116907.223755
 1995.2 163856.0 110263.605956 112896.131975 113168.076439 113168.076439
 1995.29 187962.0 110335.397831 113096.486767 113359.948313 113359.948313
 1995.37 216984.0 123213.912734 125953.048146 126254.369892 126254.369892
 1995.45 223248.0 124669.604692 127275.815368 127542.367739 127542.367739
 1995.54 206491.0 127931.907988 130382.075326 130652.257731 130652.257731
 1995.62 171908.0 128967.892859 130642.446046 130996.205902 130996.205902
 1995.71 113886.0 106240.044959 107305.021962 107539.241029 107539.241029
 1995.79 79910.3 69176.3629394 70099.38345 70215.3182771 70215.3182771
 1995.87 83338.7 48931.1167827 49998.265067 50085.7903009 50085.7903009
 1995.96 114074.0 55515.8404025 57165.4070127 57329.2207425 57329.2207425
 1996.04 139481.0 86158.4632862 89257.973498 89586.2460829 89586.2460829
 1996.12 164106.0 118512.353737 121875.826189 122272.424303 122272.424303
 1996.2 199781.0 124370.314611 127152.557886 127564.629383 127564.629383
 1996.29 232166.0 164977.844242 168241.04301 168726.735842 168726.735842
 1996.37 247566.0 196517.451527 199940.91102 200383.890768 200383.890768
 1996.45 246838.0 178500.983936 181021.402551 181371.503487 181371.503487
 1996.54 229471.0 152057.569499 153918.95873 154223.140211 154223.140211
 1996.62 197541.0 133187.851238 134649.859649 134998.23704 134998.23704
 1996.71 154165.0 101667.73252 102728.289933 102926.574546 102926.574546
 1996.79 114127.0 68698.7438044 69732.9473596 69843.307147 69843.307147
 1996.87 111777.0 57195.1501862 58465.0171186 58623.3761679 58623.3761679
 1996.96 124884.0 62335.6544896 64071.2009211 64429.0337335 64429.0337335
 1997.04 140666.0 76699.1760457 79231.447638 79548.1464792 79548.1464792
 1997.12 161430.0 95515.835143 98991.4053694 99330.3562255 99330.3562255
 1997.2 192551.0 121144.9953 124661.53581 125018.232431 125018.232431
 1997.29 239250.0 172438.653086 175944.322749 176361.24713 176361.24713
 1997.37 262359.0 187462.181343 190861.857852 191318.260062 191318.260062
 1997.45 253781.0 159505.061798 162508.766061 162893.164563 162893.164563
 1997.54 225009.0 126558.281768 128562.272617 128847.649172 128847.649172
 1997.62 182227.0 92486.4125195 93862.4940673 94085.9578327 94085.9578327
 1997.71 127172.0 77241.0188672 78387.9171789 78586.0862479 78586.0862479
 1997.79 80545.2 53416.260251 54436.1699437 54577.2020779 54577.2020779
 1997.87 76394.0 44479.9338755 45679.5928604 45814.5492605 45814.5492605
 1997.96 94699.0 49918.4283809 51712.8064052 51861.7341051 51861.7341051
 1998.04 118715.0 80656.7994412 83787.8485862 84013.4403028 84013.4403028
 1998.12 133982.0 116429.561291 119996.286786 120420.413464 120420.413464
 1998.2 153205.0 99308.2101267 102083.848087 102434.04531 102434.04531
 1998.29 175439.0 93830.9310622 96663.5904125 97023.1852841 97023.1852841
 1998.37 199962.0 130549.162827 134074.90841 134439.876118 134439.876118
 1998.45 210055.0 150940.876541 154510.606202 154812.958222 154812.958222
 1998.54 204322.0 155411.470985 158423.677424 158706.887512 158706.887512
 1998.62 177325.0 138402.583487 140373.884769 140659.848676 140659.848676
 1998.71 130664.0 90192.5773811 91470.9079747 91652.2074937 91652.2074937
 1998.79 86698.1 69188.2303597 70349.4995638 70520.4096739 70520.4096739
 1998.87 88087.3 60359.856587 61628.1107057 61828.9276778 61828.9276778
 1998.96 115959.0 80804.1817285 83120.9525223 83389.2765808 83389.2765808
 1999.04 132993.0 96905.5317272 99774.7610267 100201.323775 100201.323775
 1999.12 166528.0 122952.50211 126872.409736 127308.110158 127308.110158
 1999.2 208604.0 165638.760859 169810.488886 170185.02756 170185.02756
 1999.29 235240.0 192737.709448 196787.691704 197117.707091 197117.707091
 1999.37 256366.0 215363.357918 218769.293106 219230.952607 219230.952607
 1999.45 265436.0 211701.683432 214370.037986 214819.334187 214819.334187
 1999.54 249340.0 165375.742235 167554.18657 167914.532484 167914.532484
 1999.62 220825.0 130006.824125 131687.048639 132048.877378 132048.877378
 1999.71 177297.0 105162.877972 106589.462254 106825.443379 106825.443379
 1999.79 123052.0 75781.6535449 77071.2353195 77209.9517421 77209.9517421
 1999.87 96833.7 71646.6832275 73235.9306048 73419.9020988 73419.9020988
 1999.96 98556.1 86121.1230379 88179.6992062 88447.4455404 88447.4455404
 2000.04 129456.0 97229.4521223 100282.108892 100623.996513 100623.996513
 2000.12 154146.0 139864.437838 143779.694784 144238.9471 144238.9471
 2000.2 183633.0 187998.425053 191999.762922 192521.409464 192521.409464
 2000.29 220910.0 226657.714232 230529.795913 231020.206828 231020.206828
 2000.37 249139.0 242672.482613 246080.093202 246529.466432 246529.466432
 2000.45 250193.0 196160.937851 198789.583488 199055.413704 199055.413704
 2000.54 238400.0 164010.271558 166092.139644 166421.827654 166421.827654
 2000.62 214516.0 129486.390804 131017.793534 131312.124816 131312.124816
 2000.71 175609.0 90504.1633621 91886.1858416 92075.5253574 92075.5253574
 2000.79 136331.0 78302.6017405 79960.1794612 80090.5959111 80090.5959111
 2000.87 118177.0 67712.2458346 69430.9660454 69549.1684404 69549.1684404
 2000.96 112949.0 73752.5365023 75962.0768487 76273.1188059 76273.1188059
 2001.04 134409.0 92637.785919 95893.9749652 96419.318943 96419.318943
 2001.12 168850.0 115105.128297 118819.134977 119212.594123 119212.594123
 2001.2 201974.0 147814.03034 151293.856469 151700.863249 151700.863249
 2001.29 236421.0 160534.86502 163675.576604 164073.91752 164073.91752
 2001.37 246384.0 171955.983677 175022.467316 175417.900352 175417.900352
 2001.45 242245.0 186762.749772 189973.548944 190290.604049 190290.604049
 2001.54 226393.0 166412.333718 169558.389252 169737.849682 169737.849682
 2001.62 190039.0 112113.479215 114320.135754 114551.976522 114551.976522
 2001.71 147760.0 68733.0365569 70128.1107916 70327.6615846 70327.6615846
 2001.79 108271.0 53525.454961 54830.6545496 54955.6115048 54955.6115048
 2001.87 93590.7 45692.1102206 47097.5257205 47191.5214667 47191.5214667
 2001.96 107319.0 46780.6054183 48626.2324038 48764.8477246 48764.8477246
 2002.04 145146.0 75444.1469996 78795.3476239 79068.0912734 79068.0912734
 2002.12 159141.0 115348.725755 119427.806059 119753.045591 119753.045591
 2002.2 185947.0 148075.883886 151816.398484 152215.211208 152215.211208
 2002.29 213702.0 151231.048207 154491.926449 154926.442535 154926.442535
 2002.37 232131.0 185524.474731 189081.561858 189513.006377 189513.006377
 2002.45 241603.0 201816.916676 205779.89365 206088.321404 206088.321404
 2002.54 234317.0 168930.306633 171736.063288 172067.522985 172067.522985
 2002.62 208255.0 121836.386875 123516.110695 123922.684182 123922.684182
 2002.71 168694.0 100624.872729 102036.599867 102252.428042 102252.428042
 2002.79 121410.0 75031.5314789 76348.0255779 76495.7207992 76495.7207992
 2002.87 101373.0 56234.9097866 57793.0322663 57875.0691191 57875.0691191
 2002.96 121109.0 78718.1973559 80967.3599615 81184.9790826 81184.9790826
 2003.04 139644.0 118234.834233 122096.362817 122379.582535 122379.582535
 2003.12 153839.0 121549.585267 124805.909116 125151.860065 125151.860065
 2003.2 169938.0 115689.20758 118575.749352 118885.968052 118885.968052
 2003.29 202034.0 162157.317102 165468.043324 165837.151389 165837.151389
 2003.37 226101.0 161311.644249 164553.794594 164977.882757 164977.882757
 2003.45 230290.0 175476.982292 179116.895829 179452.919549 179452.919549
 2003.54 220503.0 179754.145007 182871.58393 183203.313232 183203.313232
 2003.62 197793.0 152746.236141 154874.88064 155259.664292 155259.664292
 2003.71 163747.0 109553.21688 111058.275381 111338.086525 111338.086525
 2003.79 122216.0 74409.7508696 75775.7559425 75964.7873386 75964.7873386
 2003.87 108255.0 65064.0827446 66596.9490429 66812.170608 66812.170608
 2003.96 110378.0 61240.4913903 63240.0385767 63460.1996847 63460.1996847
 2004.04 129678.0 79550.7847536 82430.3697614 82644.9654585 82644.9654585
 2004.12 156714.0 89349.8990653 92610.2958703 93035.4431943 93035.4431943
 2004.2 176598.0 118299.674159 122798.942987 123514.993761 123514.993761
 2004.29 205770.0 171508.555452 177125.210508 177673.008704 177673.008704
 2004.37 222161.0 186754.854206 190739.803962 191154.552248 191154.552248
 2004.45 214703.0 155613.087142 158508.275521 158885.269523 158885.269523
 2004.54 196304.0 140753.805908 142949.986379 143357.464968 143357.464968
 2004.62 174595.0 126331.02428 128111.223987 128355.832462 128355.832462
 2004.71 147297.0 116637.070237 118345.372152 118531.254951 118531.254951
 2004.79 120872.0 87028.4872196 88575.3825901 88723.5977633 88723.5977633
 2004.87 109335.0 61786.7875034 63385.2158828 63507.8571263 63507.8571263
 2004.96 117797.0 59427.274739 61477.8927548 61662.2253265 61662.2253265
 2005.04 135699.0 72244.3919903 75211.2663279 75578.0779391 75578.0779391
 2005.12 151142.0 93959.3688064 98062.4342983 98445.1670288 98445.1670288
 2005.2 191532.0 136676.843926 141641.970385 142086.712192 142086.712192
 2005.29 229595.0 186952.994389 191256.809452 191773.949744 191773.949744
 2005.37 244493.0 216426.563233 220270.471226 220727.45116 220727.45116
 2005.45 233157.0 169191.495796 171925.942013 172339.303761 172339.303761
 2005.54 203820.0 111713.549558 113582.612893 113925.280442 113925.280442
 2005.62 159487.0 84381.267746 85894.4336452 86160.5045788 86160.5045788
 2005.71 108716.0 78375.6597946 79819.1665845 80049.1730777 80049.1730777
 2005.79 79494.5 62812.3877806 64105.2240689 64260.1456585 64260.1456585
 2005.87 87890.0 54955.2119121 56489.5465931 56639.764544 56639.764544
 2005.96 115035.0 67327.7510449 69680.7307102 69882.4961131 69882.4961131
 2006.04 147734.0 88184.494318 91456.3396932 91683.4912654 91683.4912654
 2006.12 181277.0 118109.419913 123013.894947 123339.538886 123339.538886
 2006.2 222121.0 177521.895281 182786.157761 183308.709405 183308.709405
 2006.29 245666.0 170610.88741 174756.001604 175219.124673 175219.124673
 2006.37 271411.0 199091.078551 203139.674269 203618.415152 203618.415152
 2006.45 268476.0 226747.165213 229995.362406 230507.283923 230507.283923
 2006.54 236329.0 195451.858284 197773.693794 198322.243032 198322.243032
 2006.62 188237.0 145757.83247 147533.111891 147863.820547 147863.820547
 2006.71 136875.0 94594.0952546 96036.5188114 96184.2332902 96184.2332902
 2006.79 97824.2 60555.8784474 61941.6657637 62047.2448824 62047.2448824
 2006.87 97039.7 48552.0766735 50081.6306858 50219.4275638 50219.4275638
 2006.96 121218.0 61281.8083077 63997.4110828 64167.4642352 64167.4642352
 2007.04 146409.0 83085.0662135 87010.6933107 87373.1671751 87373.1671751
 2007.12 168265.0 128129.027524 133075.532002 133563.612762 133563.612762
 2007.2 185821.0 139883.993807 143760.986145 144274.477146 144274.477146
 2007.29 208449.0 146218.586869 149961.787885 150585.941978 150585.941978
 2007.37 237348.0 172900.813281 176946.250772 177507.895095 177507.895095
 2007.45 246267.0 176415.668761 180206.946068 180703.673435 180703.673435
 2007.54 227663.0 148910.069654 151672.68956 152125.837256 152125.837256
 2007.62 194865.0 110096.797689 111875.167935 112228.831504 112228.831504
 2007.71 144265.0 75810.0631381 77173.8150861 77367.1553428 77367.1553428
 2007.79 103855.0 59030.0748288 60272.0761916 60395.9595424 60395.9595424
 2007.87 101926.0 47119.0363225 48666.2494414 48768.7618069 48768.7618069
 2007.96 122000.0 70395.1012698 73132.2531619 73394.5592588 73394.5592588
 2008.04 151072.0 108877.231287 113603.998321 113912.820854 113912.820854
 2008.12 185533.0 158989.616163 164275.88994 164770.017548 164770.017548
 2008.2 221893.0 214749.506575 219299.104819 219905.599806 219905.599806
 2008.29 249702.0 231996.040969 235987.345693 236580.803367 236580.803367
 2008.37 264165.0 231307.393585 234684.249983 235258.315378 235258.315378
 2008.45 264902.0 207471.778566 210410.777705 210851.080664 210851.080664
 2008.54 243734.0 184499.880657 187083.560084 187454.362808 187454.362808
 2008.62 197220.0 127988.342025 129878.261208 130220.909499 130220.909499
 2008.71 146372.0 79137.3700476 80604.8138815 80840.8383364 80840.8383364
 2008.79 110923.0 64191.045016 65732.0379697 65871.2984161 65871.2984161
 2008.87 -999.0 69698.9049543 71529.3859339 71684.9237629 71684.9237629
 2008.96 127445.0 73620.0787598 76359.7437527 76547.1960357 76547.1960357
 2009.04 158543.0 105299.172767 109857.629451 110195.087852 110195.087852
 2009.12 197830.0 149830.644465 155166.082582 155670.474424 155670.474424
 2009.2 243160.0 181240.533384 185323.484441 185840.875081 185840.875081
 2009.29 274529.0 212914.114938 217060.500125 217754.019651 217754.019651
 2009.37 291685.0 211557.65676 215208.065621 215890.993535 215890.993535
 2009.45 291470.0 168711.888327 171746.057919 172213.956842 172213.956842
 2009.54 276713.0 139971.06649 142543.605467 142809.763059 142809.763059
 2009.62 238306.0 105216.423387 107331.423964 107564.246863 107564.246863
 2009.71 180609.0 76649.6024851 78267.4520303 78499.2157683 78499.2157683
 2009.79 119092.0 55518.9071558 56951.1579502 57082.7250344 57082.7250344
 2009.87 95065.3 47368.8202448 48996.0385527 49099.7930255 49099.7930255
 2009.96 98992.6 47504.6480458 49435.3064219 49584.041547 49584.041547
 2010.04 138057.0 57126.8968727 59752.7261036 60007.1847784 60007.1847784
 2010.12 161198.0 86249.3200636 90773.4791807 91258.7098335 91258.7098335
 2010.2 176531.0 140213.315924 145277.608761 145841.689155 145841.689155
 2010.29 209696.0 175799.082856 180307.701189 180806.83574 180806.83574
 2010.37 240182.0 173876.050441 178211.024102 178700.606945 178700.606945
 2010.45 239729.0 144186.489732 147689.22263 148070.578451 148070.578451
 2010.54 213815.0 126812.509353 129925.287967 130321.077267 130321.077267
 2010.62 175290.0 103886.790874 106176.75526 106501.041547 106501.041547
 2010.71 119898.0 87557.3938307 89161.9172017 89413.8146322 89413.8146322
 2010.79 84812.6 61363.1711488 62759.5211914 62906.7205326 62906.7205326
 2010.87 81869.3 38207.3113742 39611.8217727 39774.9061255 39774.9061255
 2010.96 97123.9 40313.256122 42510.9627486 42666.0383981 42666.0383981
 2011.04 122182.0 61993.9498143 65431.05323 65673.9526042 65673.9526042
 2011.12 154417.0 81347.0403819 85895.2424592 86263.1661897 86263.1661897
 2011.2 191998.0 129139.496239 135562.818128 136026.249317 136026.249317
 2011.29 233593.0 168573.157461 173748.142277 174350.285074 174350.285074
 2011.37 260705.0 196502.661784 200935.116795 201540.225243 201540.225243
 2011.45 261031.0 187401.058111 191265.263484 191606.679298 191606.679298
 2011.54 238946.0 150003.8077 153230.455777 153474.284324 153474.284324
 2011.62 198651.0 95956.6965684 98149.5454964 98340.772245 98340.772245
 2011.71 138993.0 70356.36004 72039.7812951 72188.9063841 72188.9063841
 2011.79 94925.8 59756.577599 61354.9770923 61485.7835061 61485.7835061
 2011.87 97800.0 46499.1333173 48221.9794425 48353.9605625 48353.9605625
 2011.96 110553.0 46960.1717644 49210.9471838 49377.9624691 49377.9624691
 2012.04 145539.0 56780.637804 59810.4022477 60062.3285644 60062.3285644
 2012.12 193269.0 101331.573998 106695.310977 107154.842526 107154.842526
 2012.2 242756.0 148305.625589 153897.014835 154486.582499 154486.582499
 2012.29 272373.0 164322.319718 169443.633945 170097.194206 170097.194206
 2012.37 287865.0 176100.154254 180833.276257 181380.150094 181380.150094
 2012.45 277026.0 140603.424268 143961.764602 144399.063394 144399.063394
 2012.54 249972.0 106191.467972 108679.283679 109045.628296 109045.628296
 2012.62 208216.0 75117.4679708 77139.6812078 77428.3170903 77428.3170903
 2012.71 146943.0 61366.8589557 63191.9767279 63446.3583729 63446.3583729
 2012.79 98249.7 40649.5927755 42079.5471158 42271.6163789 42271.6163789
 2012.87 88084.3 31608.7608857 33199.3225858 33306.3845302 33306.3845302
 2012.96 97163.5 32151.0851441 34305.8451894 34445.8975994 34445.8975994
 2013.04 130513.0 45515.783945 48673.2928637 48943.4319394 48943.4319394
 2013.12 167191.0 71830.6980509 76436.7351465 76815.9293156 76815.9293156
 2013.2 214127.0 126326.229168 132745.218125 133264.447854 133264.447854
 2013.29 253811.0 166579.122728 171983.098205 172563.383766 172563.383766
 2013.37 275915.0 157074.498572 161617.067837 162185.433019 162185.433019
 2013.45 272358.0 126392.16677 130242.487502 130607.830731 130607.830731
 2013.54 247430.0 110484.527734 113828.155356 114141.214534 114141.214534
 2013.62 209671.0 112960.750439 116037.883462 116385.317237 116385.317237
 2013.71 170795.0 87979.0555513 90338.4623996 90651.9741283 90651.9741283
 2013.79 132062.0 72162.8799037 74177.0916589 74418.686339 74418.686339
 2013.87 119497.0 56028.5370322 58061.0530195 58272.2979156 58272.2979156
 2013.96 136129.0 58814.3718267 61666.5390014 61965.5931791 61965.5931791
 2014.04 -999.0 66317.3497316 69963.8445111 70350.4239227 70350.4239227
 2014.12 -999.0 82422.3779084 87227.1088394 87753.4734635 87753.4734635
 2014.2 -999.0 129769.494976 135585.214574 136247.902879 136247.902879
 2014.29 -999.0 184967.259628 190123.872811 190806.473348 190806.473348
 2014.37 -999.0 192300.718776 196481.767421 197086.509978 197086.509978
 2014.45 -999.0 172669.0688 176381.583026 176829.916353 176829.916353
 2014.54 -999.0 129664.869103 132561.492164 132865.952878 132865.952878
 2014.62 -999.0 78828.3934547 81064.7161375 81274.0545433 81274.0545433
 2014.71 -999.0 64306.2865739 66480.4653778 66673.7671195 66673.7671195
 2014.79 -999.0 56839.0746186 58814.2947968 58985.4552541 58985.4552541
 2014.87 -999.0 50292.8081807 52349.3286133 52504.3994484 52504.3994484
 2014.96 -999.0 52793.8393306 55371.7126289 55509.1099143 55509.1099143
 2015.04 -999.0 63730.4446765 67001.707513 67234.4678254 67234.4678254
 2015.12 -999.0 86036.4960544 90891.7393481 91231.2968147 91231.2968147
 2015.2 -999.0 115679.521069 121098.035942 121612.605362 121612.605362
 2015.29 -999.0 136211.766223 140725.738135 141348.12054 141348.12054
 2015.37 -999.0 159663.887841 163994.769288 164553.948654 164553.948654
 2015.45 -999.0 170697.642345 175155.748315 175588.020906 175588.020906
 2015.54 -999.0 137843.702613 141052.306433 141501.3234 141501.3234
 2015.62 -999.0 90911.6612083 93087.9872208 93463.806517 93463.806517
 2015.71 -999.0 72874.3329555 74814.1338188 75156.2380868 75156.2380868
 2015.79 -999.0 56621.1858929 58364.3534709 58594.788443 58594.788443
 2015.87 -999.0 35558.8449789 37083.7940469 37243.7683172 37243.7683172
 2015.96 -999.0 25785.4490279 27464.9537935 27569.6807689 27569.6807689
